"country","abbr","ccode","year","workerr","post.sd"
"Gambia (Islamic Republic of the)","GMB",420,1991,0.762,0.1244
"Gambia (Islamic Republic of the)","GMB",420,1992,0.7515,0.1229
"Gambia (Islamic Republic of the)","GMB",420,1993,0.7278,0.1251
"Gambia (Islamic Republic of the)","GMB",420,1994,0.713,0.1245
"Gambia (Islamic Republic of the)","GMB",420,1995,0.7083,0.1268
"Gambia (Islamic Republic of the)","GMB",420,1996,0.694,0.1301
"Gambia (Islamic Republic of the)","GMB",420,1997,0.7219,0.1268
"Gambia (Islamic Republic of the)","GMB",420,1998,0.7709,0.1213
"Gambia (Islamic Republic of the)","GMB",420,1999,0.7655,0.12
"Gambia (Islamic Republic of the)","GMB",420,2000,0.6905,0.1275
"Gambia (Islamic Republic of the)","GMB",420,2001,0.7066,0.1315
"Gambia (Islamic Republic of the)","GMB",420,2002,0.6755,0.1342
"Gambia (Islamic Republic of the)","GMB",420,2003,0.6375,0.1515
"Gambia (Islamic Republic of the)","GMB",420,2004,0.6187,0.1583
"Gambia (Islamic Republic of the)","GMB",420,2005,0.6066,0.1671
"Gambia (Islamic Republic of the)","GMB",420,2006,0.5999,0.1718
"Gambia (Islamic Republic of the)","GMB",420,2007,0.5918,0.1696
"Gambia (Islamic Republic of the)","GMB",420,2008,0.5928,0.1707
"Gambia (Islamic Republic of the)","GMB",420,2009,0.5855,0.1719
"Gambia (Islamic Republic of the)","GMB",420,2010,0.5722,0.1733
"Gambia (Islamic Republic of the)","GMB",420,2011,0.5729,0.1842
"Mali","MLI",432,1981,0.466,0.2091
"Mali","MLI",432,1982,0.5108,0.1768
"Mali","MLI",432,1983,0.5395,0.1664
"Mali","MLI",432,1984,0.5501,0.1625
"Mali","MLI",432,1985,0.624,0.1223
"Mali","MLI",432,1986,0.6813,0.1174
"Mali","MLI",432,1987,0.6733,0.11
"Mali","MLI",432,1988,0.6914,0.108
"Mali","MLI",432,1989,0.6917,0.1069
"Mali","MLI",432,1990,0.6868,0.1124
"Mali","MLI",432,1991,0.7547,0.1112
"Mali","MLI",432,1992,0.7634,0.1084
"Mali","MLI",432,1993,0.7427,0.11
"Mali","MLI",432,1994,0.7486,0.1087
"Mali","MLI",432,1995,0.7393,0.1047
"Mali","MLI",432,1996,0.7471,0.1122
"Mali","MLI",432,1997,0.7346,0.1132
"Mali","MLI",432,1998,0.7731,0.1062
"Mali","MLI",432,1999,0.7788,0.1101
"Mali","MLI",432,2000,0.7737,0.11
"Mali","MLI",432,2001,0.721,0.1095
"Mali","MLI",432,2002,0.707,0.1161
"Mali","MLI",432,2003,0.6655,0.1269
"Mali","MLI",432,2004,0.6427,0.1349
"Mali","MLI",432,2005,0.6218,0.1377
"Mali","MLI",432,2006,0.6139,0.1403
"Mali","MLI",432,2007,0.6067,0.1412
"Mali","MLI",432,2008,0.5969,0.1398
"Mali","MLI",432,2009,0.5827,0.1447
"Mali","MLI",432,2010,0.5736,0.1528
"Mali","MLI",432,2011,0.5704,0.1636
"Senegal","SEN",433,1981,0.8772,0.0987
"Senegal","SEN",433,1982,0.8786,0.0858
"Senegal","SEN",433,1983,0.8763,0.0899
"Senegal","SEN",433,1984,0.8599,0.0967
"Senegal","SEN",433,1985,0.8199,0.1045
"Senegal","SEN",433,1986,0.8264,0.1006
"Senegal","SEN",433,1987,0.8557,0.0895
"Senegal","SEN",433,1988,0.88,0.079
"Senegal","SEN",433,1989,0.8934,0.0744
"Senegal","SEN",433,1990,0.8863,0.0768
"Senegal","SEN",433,1991,0.8841,0.0783
"Senegal","SEN",433,1992,0.8547,0.0918
"Senegal","SEN",433,1993,0.8163,0.1023
"Senegal","SEN",433,1994,0.7912,0.1043
"Senegal","SEN",433,1995,0.7558,0.1114
"Senegal","SEN",433,1996,0.6978,0.1183
"Senegal","SEN",433,1997,0.6382,0.1222
"Senegal","SEN",433,1998,0.5681,0.1221
"Senegal","SEN",433,1999,0.519,0.1179
"Senegal","SEN",433,2000,0.4894,0.1189
"Senegal","SEN",433,2001,0.457,0.118
"Senegal","SEN",433,2002,0.4556,0.1222
"Senegal","SEN",433,2003,0.4207,0.1403
"Senegal","SEN",433,2004,0.4344,0.1344
"Senegal","SEN",433,2005,0.4451,0.1383
"Senegal","SEN",433,2006,0.4401,0.1379
"Senegal","SEN",433,2007,0.4249,0.1404
"Senegal","SEN",433,2008,0.3961,0.1399
"Senegal","SEN",433,2009,0.3464,0.1489
"Senegal","SEN",433,2010,0.3374,0.1553
"Senegal","SEN",433,2011,0.3698,0.1633
"Benin","BEN",434,1981,0.1799,0.1419
"Benin","BEN",434,1982,0.1797,0.1312
"Benin","BEN",434,1983,0.1974,0.1309
"Benin","BEN",434,1984,0.2469,0.1371
"Benin","BEN",434,1985,0.3577,0.1421
"Benin","BEN",434,1986,0.3584,0.1318
"Benin","BEN",434,1987,0.3743,0.1348
"Benin","BEN",434,1988,0.4317,0.1357
"Benin","BEN",434,1989,0.525,0.1407
"Benin","BEN",434,1990,0.6263,0.1444
"Benin","BEN",434,1991,0.7135,0.1315
"Benin","BEN",434,1992,0.7681,0.12
"Benin","BEN",434,1993,0.8034,0.112
"Benin","BEN",434,1994,0.8022,0.1125
"Benin","BEN",434,1995,0.8101,0.1111
"Benin","BEN",434,1996,0.7901,0.1157
"Benin","BEN",434,1997,0.7221,0.1293
"Benin","BEN",434,1998,0.7073,0.1249
"Benin","BEN",434,1999,0.6358,0.1327
"Benin","BEN",434,2000,0.5727,0.1395
"Benin","BEN",434,2001,0.4908,0.1416
"Benin","BEN",434,2002,0.4671,0.1407
"Benin","BEN",434,2003,0.5071,0.1531
"Benin","BEN",434,2004,0.5302,0.1592
"Benin","BEN",434,2005,0.5384,0.1617
"Benin","BEN",434,2006,0.5438,0.1659
"Benin","BEN",434,2007,0.5483,0.1741
"Benin","BEN",434,2008,0.5537,0.1788
"Benin","BEN",434,2009,0.5543,0.1788
"Benin","BEN",434,2010,0.5496,0.177
"Benin","BEN",434,2011,0.5465,0.1875
"Mauritania","MRT",435,1981,0.433,0.0955
"Mauritania","MRT",435,1982,0.4322,0.0917
"Mauritania","MRT",435,1983,0.4306,0.0862
"Mauritania","MRT",435,1984,0.4313,0.0815
"Mauritania","MRT",435,1985,0.4377,0.0711
"Mauritania","MRT",435,1986,0.4424,0.0658
"Mauritania","MRT",435,1987,0.4474,0.0617
"Mauritania","MRT",435,1988,0.4512,0.0593
"Mauritania","MRT",435,1989,0.4563,0.0569
"Mauritania","MRT",435,1990,0.4615,0.056
"Mauritania","MRT",435,1991,0.4699,0.0519
"Mauritania","MRT",435,1992,0.4772,0.0526
"Mauritania","MRT",435,1993,0.4808,0.0519
"Mauritania","MRT",435,1994,0.4853,0.0534
"Mauritania","MRT",435,1995,0.486,0.0559
"Mauritania","MRT",435,1996,0.4839,0.0594
"Mauritania","MRT",435,1997,0.4778,0.0622
"Mauritania","MRT",435,1998,0.473,0.0672
"Mauritania","MRT",435,1999,0.4643,0.0696
"Mauritania","MRT",435,2000,0.4527,0.0711
"Mauritania","MRT",435,2001,0.4441,0.0798
"Mauritania","MRT",435,2002,0.4468,0.0811
"Mauritania","MRT",435,2003,0.4548,0.08
"Mauritania","MRT",435,2004,0.4615,0.083
"Mauritania","MRT",435,2005,0.4672,0.0906
"Mauritania","MRT",435,2006,0.4729,0.0961
"Mauritania","MRT",435,2007,0.4778,0.0977
"Mauritania","MRT",435,2008,0.4812,0.0998
"Mauritania","MRT",435,2009,0.4855,0.1012
"Mauritania","MRT",435,2010,0.489,0.103
"Mauritania","MRT",435,2011,0.4898,0.1064
"Niger","NER",436,1981,0.5944,0.1578
"Niger","NER",436,1982,0.5961,0.1509
"Niger","NER",436,1983,0.5529,0.1723
"Niger","NER",436,1984,0.5458,0.1736
"Niger","NER",436,1985,0.5722,0.1415
"Niger","NER",436,1986,0.6016,0.1195
"Niger","NER",436,1987,0.6478,0.0933
"Niger","NER",436,1988,0.6884,0.0933
"Niger","NER",436,1989,0.7043,0.0936
"Niger","NER",436,1990,0.6973,0.0934
"Niger","NER",436,1991,0.7158,0.0961
"Niger","NER",436,1992,0.7141,0.0954
"Niger","NER",436,1993,0.6965,0.0866
"Niger","NER",436,1994,0.6562,0.0934
"Niger","NER",436,1995,0.6638,0.0866
"Niger","NER",436,1996,0.6583,0.0942
"Niger","NER",436,1997,0.6673,0.0978
"Niger","NER",436,1998,0.6673,0.0956
"Niger","NER",436,1999,0.67,0.0934
"Niger","NER",436,2000,0.69,0.0981
"Niger","NER",436,2001,0.6939,0.0932
"Niger","NER",436,2002,0.6797,0.089
"Niger","NER",436,2003,0.6636,0.104
"Niger","NER",436,2004,0.6545,0.1078
"Niger","NER",436,2005,0.6453,0.1169
"Niger","NER",436,2006,0.6407,0.1201
"Niger","NER",436,2007,0.6341,0.1226
"Niger","NER",436,2008,0.6301,0.1271
"Niger","NER",436,2009,0.6333,0.1323
"Niger","NER",436,2010,0.6328,0.1402
"Niger","NER",436,2011,0.6288,0.149
"Côte D'Ivoire","CIV",437,1981,0.2924,0.1316
"Côte D'Ivoire","CIV",437,1982,0.2947,0.127
"Côte D'Ivoire","CIV",437,1983,0.3023,0.1203
"Côte D'Ivoire","CIV",437,1984,0.3136,0.1117
"Côte D'Ivoire","CIV",437,1985,0.3339,0.1024
"Côte D'Ivoire","CIV",437,1986,0.3467,0.0951
"Côte D'Ivoire","CIV",437,1987,0.3519,0.0918
"Côte D'Ivoire","CIV",437,1988,0.3577,0.0885
"Côte D'Ivoire","CIV",437,1989,0.3689,0.0856
"Côte D'Ivoire","CIV",437,1990,0.3832,0.0808
"Côte D'Ivoire","CIV",437,1991,0.3952,0.0826
"Côte D'Ivoire","CIV",437,1992,0.4005,0.0873
"Côte D'Ivoire","CIV",437,1993,0.4029,0.0885
"Côte D'Ivoire","CIV",437,1994,0.4158,0.0806
"Côte D'Ivoire","CIV",437,1995,0.425,0.0774
"Côte D'Ivoire","CIV",437,1996,0.4295,0.0736
"Côte D'Ivoire","CIV",437,1997,0.4314,0.0734
"Côte D'Ivoire","CIV",437,1998,0.4337,0.0758
"Côte D'Ivoire","CIV",437,1999,0.4309,0.0767
"Côte D'Ivoire","CIV",437,2000,0.4303,0.0751
"Côte D'Ivoire","CIV",437,2001,0.4297,0.0744
"Côte D'Ivoire","CIV",437,2002,0.4247,0.0761
"Côte D'Ivoire","CIV",437,2003,0.4271,0.0793
"Côte D'Ivoire","CIV",437,2004,0.4301,0.0804
"Côte D'Ivoire","CIV",437,2005,0.4331,0.0812
"Côte D'Ivoire","CIV",437,2006,0.4327,0.0845
"Côte D'Ivoire","CIV",437,2007,0.44,0.0881
"Côte D'Ivoire","CIV",437,2008,0.4458,0.0922
"Côte D'Ivoire","CIV",437,2009,0.4491,0.097
"Côte D'Ivoire","CIV",437,2010,0.4506,0.1034
"Côte D'Ivoire","CIV",437,2011,0.4515,0.1108
"Guinea","GIN",438,1981,0.2918,0.2046
"Guinea","GIN",438,1982,0.4475,0.2135
"Guinea","GIN",438,1983,0.4848,0.2189
"Guinea","GIN",438,1984,0.3734,0.2082
"Guinea","GIN",438,1985,0.6472,0.1939
"Guinea","GIN",438,1986,0.4818,0.1888
"Guinea","GIN",438,1987,0.4512,0.1817
"Guinea","GIN",438,1988,0.4319,0.1836
"Guinea","GIN",438,1989,0.385,0.1781
"Guinea","GIN",438,1990,0.4063,0.1829
"Guinea","GIN",438,1991,0.587,0.1691
"Guinea","GIN",438,1992,0.7751,0.1487
"Guinea","GIN",438,1993,0.5857,0.1892
"Guinea","GIN",438,1994,0.7237,0.158
"Guinea","GIN",438,1995,0.5877,0.1661
"Guinea","GIN",438,1996,0.5598,0.1668
"Guinea","GIN",438,1997,0.5538,0.1747
"Guinea","GIN",438,1998,0.6094,0.1778
"Guinea","GIN",438,1999,0.5687,0.1794
"Guinea","GIN",438,2000,0.5189,0.1773
"Guinea","GIN",438,2001,0.274,0.1521
"Guinea","GIN",438,2002,0.2398,0.139
"Guinea","GIN",438,2003,0.2577,0.1709
"Guinea","GIN",438,2004,0.4357,0.2184
"Guinea","GIN",438,2005,0.4365,0.2136
"Guinea","GIN",438,2006,0.3113,0.1927
"Guinea","GIN",438,2007,0.4144,0.2053
"Guinea","GIN",438,2008,0.4394,0.2173
"Guinea","GIN",438,2009,0.3326,0.2012
"Guinea","GIN",438,2010,0.4602,0.2147
"Guinea","GIN",438,2011,0.4915,0.2217
"Burkina Faso","BFA",439,1981,0.6092,0.2077
"Burkina Faso","BFA",439,1982,0.663,0.1624
"Burkina Faso","BFA",439,1983,0.715,0.1391
"Burkina Faso","BFA",439,1984,0.7115,0.1332
"Burkina Faso","BFA",439,1985,0.7324,0.121
"Burkina Faso","BFA",439,1986,0.741,0.1193
"Burkina Faso","BFA",439,1987,0.7298,0.126
"Burkina Faso","BFA",439,1988,0.7417,0.1175
"Burkina Faso","BFA",439,1989,0.7429,0.1141
"Burkina Faso","BFA",439,1990,0.7155,0.128
"Burkina Faso","BFA",439,1991,0.7721,0.1021
"Burkina Faso","BFA",439,1992,0.8159,0.0971
"Burkina Faso","BFA",439,1993,0.7917,0.1035
"Burkina Faso","BFA",439,1994,0.8028,0.0988
"Burkina Faso","BFA",439,1995,0.805,0.0988
"Burkina Faso","BFA",439,1996,0.8436,0.0892
"Burkina Faso","BFA",439,1997,0.8344,0.089
"Burkina Faso","BFA",439,1998,0.7848,0.0964
"Burkina Faso","BFA",439,1999,0.7615,0.1037
"Burkina Faso","BFA",439,2000,0.7206,0.1196
"Burkina Faso","BFA",439,2001,0.7295,0.1147
"Burkina Faso","BFA",439,2002,0.7031,0.1248
"Burkina Faso","BFA",439,2003,0.6737,0.1415
"Burkina Faso","BFA",439,2004,0.6592,0.1427
"Burkina Faso","BFA",439,2005,0.6465,0.1522
"Burkina Faso","BFA",439,2006,0.635,0.1538
"Burkina Faso","BFA",439,2007,0.6226,0.1559
"Burkina Faso","BFA",439,2008,0.6208,0.1602
"Burkina Faso","BFA",439,2009,0.6155,0.1662
"Burkina Faso","BFA",439,2010,0.6102,0.1755
"Burkina Faso","BFA",439,2011,0.6067,0.1837
"Liberia","LBR",450,1981,0.1767,0.1104
"Liberia","LBR",450,1982,0.1742,0.1024
"Liberia","LBR",450,1983,0.1796,0.0987
"Liberia","LBR",450,1984,0.1926,0.0996
"Liberia","LBR",450,1985,0.2175,0.0942
"Liberia","LBR",450,1986,0.2347,0.0915
"Liberia","LBR",450,1987,0.2618,0.1089
"Liberia","LBR",450,1988,0.2641,0.1244
"Liberia","LBR",450,1989,0.2425,0.1115
"Liberia","LBR",450,1990,0.2034,0.0996
"Liberia","LBR",450,1991,0.1951,0.0954
"Liberia","LBR",450,1992,0.195,0.0955
"Liberia","LBR",450,1993,0.1886,0.0982
"Liberia","LBR",450,1994,0.2068,0.0983
"Liberia","LBR",450,1995,0.2059,0.096
"Liberia","LBR",450,1996,0.2307,0.0941
"Liberia","LBR",450,1997,0.2449,0.0896
"Liberia","LBR",450,1998,0.2672,0.0917
"Liberia","LBR",450,1999,0.2851,0.0919
"Liberia","LBR",450,2000,0.2981,0.0918
"Liberia","LBR",450,2001,0.31,0.0892
"Liberia","LBR",450,2002,0.3302,0.0986
"Liberia","LBR",450,2003,0.36,0.1186
"Liberia","LBR",450,2004,0.3801,0.1225
"Liberia","LBR",450,2005,0.3928,0.1251
"Liberia","LBR",450,2006,0.4008,0.1222
"Liberia","LBR",450,2007,0.4019,0.1229
"Liberia","LBR",450,2008,0.395,0.1252
"Liberia","LBR",450,2009,0.3808,0.121
"Liberia","LBR",450,2010,0.397,0.1279
"Liberia","LBR",450,2011,0.4032,0.1428
"Sierra Leone","SLE",451,1981,0.7426,0.1644
"Sierra Leone","SLE",451,1982,0.7551,0.1485
"Sierra Leone","SLE",451,1983,0.7785,0.1267
"Sierra Leone","SLE",451,1984,0.8093,0.1094
"Sierra Leone","SLE",451,1985,0.8639,0.0813
"Sierra Leone","SLE",451,1986,0.8849,0.0761
"Sierra Leone","SLE",451,1987,0.9088,0.0651
"Sierra Leone","SLE",451,1988,0.9163,0.0625
"Sierra Leone","SLE",451,1989,0.9047,0.0691
"Sierra Leone","SLE",451,1990,0.9025,0.0694
"Sierra Leone","SLE",451,1991,0.9075,0.0666
"Sierra Leone","SLE",451,1992,0.8821,0.0776
"Sierra Leone","SLE",451,1993,0.8733,0.0811
"Sierra Leone","SLE",451,1994,0.8571,0.0872
"Sierra Leone","SLE",451,1995,0.8382,0.0947
"Sierra Leone","SLE",451,1996,0.8244,0.0946
"Sierra Leone","SLE",451,1997,0.7853,0.1069
"Sierra Leone","SLE",451,1998,0.764,0.1084
"Sierra Leone","SLE",451,1999,0.7521,0.1166
"Sierra Leone","SLE",451,2000,0.7436,0.1142
"Sierra Leone","SLE",451,2001,0.7616,0.1031
"Sierra Leone","SLE",451,2002,0.7502,0.1044
"Sierra Leone","SLE",451,2003,0.7035,0.1133
"Sierra Leone","SLE",451,2004,0.6676,0.1189
"Sierra Leone","SLE",451,2005,0.631,0.1264
"Sierra Leone","SLE",451,2006,0.5949,0.14
"Sierra Leone","SLE",451,2007,0.5941,0.1322
"Sierra Leone","SLE",451,2008,0.5896,0.1382
"Sierra Leone","SLE",451,2009,0.5895,0.1421
"Sierra Leone","SLE",451,2010,0.5941,0.147
"Sierra Leone","SLE",451,2011,0.5903,0.156
"Ghana","GHA",452,1981,0.2181,0.1173
"Ghana","GHA",452,1982,0.2207,0.11
"Ghana","GHA",452,1983,0.2273,0.1054
"Ghana","GHA",452,1984,0.2444,0.1043
"Ghana","GHA",452,1985,0.2763,0.1004
"Ghana","GHA",452,1986,0.3014,0.1001
"Ghana","GHA",452,1987,0.315,0.0967
"Ghana","GHA",452,1988,0.3201,0.0897
"Ghana","GHA",452,1989,0.3215,0.0844
"Ghana","GHA",452,1990,0.3395,0.0858
"Ghana","GHA",452,1991,0.3501,0.0855
"Ghana","GHA",452,1992,0.364,0.0829
"Ghana","GHA",452,1993,0.3686,0.0868
"Ghana","GHA",452,1994,0.3963,0.0876
"Ghana","GHA",452,1995,0.434,0.0914
"Ghana","GHA",452,1996,0.4466,0.093
"Ghana","GHA",452,1997,0.4524,0.0909
"Ghana","GHA",452,1998,0.4569,0.0889
"Ghana","GHA",452,1999,0.4615,0.0916
"Ghana","GHA",452,2000,0.4587,0.0857
"Ghana","GHA",452,2001,0.4499,0.0882
"Ghana","GHA",452,2002,0.4585,0.0912
"Ghana","GHA",452,2003,0.473,0.0991
"Ghana","GHA",452,2004,0.4857,0.1055
"Ghana","GHA",452,2005,0.4942,0.1063
"Ghana","GHA",452,2006,0.5078,0.1139
"Ghana","GHA",452,2007,0.5179,0.1123
"Ghana","GHA",452,2008,0.5249,0.1109
"Ghana","GHA",452,2009,0.5319,0.1152
"Ghana","GHA",452,2010,0.5334,0.1195
"Ghana","GHA",452,2011,0.5338,0.1304
"Togo","TGO",461,1981,0.3987,0.1026
"Togo","TGO",461,1982,0.4007,0.0992
"Togo","TGO",461,1983,0.4026,0.0966
"Togo","TGO",461,1984,0.4056,0.0935
"Togo","TGO",461,1985,0.4101,0.0893
"Togo","TGO",461,1986,0.4151,0.0849
"Togo","TGO",461,1987,0.4193,0.0822
"Togo","TGO",461,1988,0.4239,0.0798
"Togo","TGO",461,1989,0.4249,0.0786
"Togo","TGO",461,1990,0.4269,0.0769
"Togo","TGO",461,1991,0.4303,0.0762
"Togo","TGO",461,1992,0.4313,0.0751
"Togo","TGO",461,1993,0.4327,0.0742
"Togo","TGO",461,1994,0.432,0.0731
"Togo","TGO",461,1995,0.4338,0.0718
"Togo","TGO",461,1996,0.4357,0.0715
"Togo","TGO",461,1997,0.4375,0.0718
"Togo","TGO",461,1998,0.4377,0.0716
"Togo","TGO",461,1999,0.4355,0.0697
"Togo","TGO",461,2000,0.434,0.0688
"Togo","TGO",461,2001,0.433,0.0688
"Togo","TGO",461,2002,0.4334,0.069
"Togo","TGO",461,2003,0.4358,0.0691
"Togo","TGO",461,2004,0.4387,0.0701
"Togo","TGO",461,2005,0.4422,0.0725
"Togo","TGO",461,2006,0.4437,0.0731
"Togo","TGO",461,2007,0.4445,0.0719
"Togo","TGO",461,2008,0.4431,0.0723
"Togo","TGO",461,2009,0.4417,0.072
"Togo","TGO",461,2010,0.4396,0.0738
"Togo","TGO",461,2011,0.4397,0.0757
"Cameroon","CMR",471,1981,0.1089,0.0825
"Cameroon","CMR",471,1982,0.1051,0.0733
"Cameroon","CMR",471,1983,0.1022,0.0683
"Cameroon","CMR",471,1984,0.1056,0.0685
"Cameroon","CMR",471,1985,0.1099,0.0683
"Cameroon","CMR",471,1986,0.1191,0.0694
"Cameroon","CMR",471,1987,0.1287,0.0754
"Cameroon","CMR",471,1988,0.131,0.077
"Cameroon","CMR",471,1989,0.1258,0.0767
"Cameroon","CMR",471,1990,0.1251,0.0772
"Cameroon","CMR",471,1991,0.1357,0.084
"Cameroon","CMR",471,1992,0.1357,0.0794
"Cameroon","CMR",471,1993,0.1173,0.0705
"Cameroon","CMR",471,1994,0.1035,0.0672
"Cameroon","CMR",471,1995,0.0884,0.0638
"Cameroon","CMR",471,1996,0.0821,0.0599
"Cameroon","CMR",471,1997,0.0883,0.0637
"Cameroon","CMR",471,1998,0.0954,0.0655
"Cameroon","CMR",471,1999,0.0907,0.0648
"Cameroon","CMR",471,2000,0.0967,0.0682
"Cameroon","CMR",471,2001,0.0845,0.0614
"Cameroon","CMR",471,2002,0.0806,0.0592
"Cameroon","CMR",471,2003,0.0849,0.0618
"Cameroon","CMR",471,2004,0.088,0.062
"Cameroon","CMR",471,2005,0.0915,0.0653
"Cameroon","CMR",471,2006,0.0967,0.0701
"Cameroon","CMR",471,2007,0.1056,0.0732
"Cameroon","CMR",471,2008,0.1017,0.0727
"Cameroon","CMR",471,2009,0.1017,0.0733
"Cameroon","CMR",471,2010,0.1031,0.0744
"Cameroon","CMR",471,2011,0.1086,0.079
"Nigeria","NGA",475,1981,0.2901,0.1529
"Nigeria","NGA",475,1982,0.2672,0.141
"Nigeria","NGA",475,1983,0.2626,0.1335
"Nigeria","NGA",475,1984,0.2828,0.1294
"Nigeria","NGA",475,1985,0.3348,0.1255
"Nigeria","NGA",475,1986,0.3594,0.1275
"Nigeria","NGA",475,1987,0.3678,0.12
"Nigeria","NGA",475,1988,0.3755,0.1275
"Nigeria","NGA",475,1989,0.3588,0.123
"Nigeria","NGA",475,1990,0.3405,0.118
"Nigeria","NGA",475,1991,0.287,0.1033
"Nigeria","NGA",475,1992,0.2109,0.096
"Nigeria","NGA",475,1993,0.1704,0.0888
"Nigeria","NGA",475,1994,0.1186,0.0767
"Nigeria","NGA",475,1995,0.0977,0.0695
"Nigeria","NGA",475,1996,0.0894,0.0659
"Nigeria","NGA",475,1997,0.0915,0.0688
"Nigeria","NGA",475,1998,0.1064,0.0736
"Nigeria","NGA",475,1999,0.0992,0.0717
"Nigeria","NGA",475,2000,0.1122,0.0767
"Nigeria","NGA",475,2001,0.1164,0.08
"Nigeria","NGA",475,2002,0.1059,0.0772
"Nigeria","NGA",475,2003,0.1165,0.0845
"Nigeria","NGA",475,2004,0.1255,0.087
"Nigeria","NGA",475,2005,0.1411,0.0963
"Nigeria","NGA",475,2006,0.1614,0.1072
"Nigeria","NGA",475,2007,0.1959,0.1184
"Nigeria","NGA",475,2008,0.2095,0.1223
"Nigeria","NGA",475,2009,0.2008,0.122
"Nigeria","NGA",475,2010,0.2101,0.1271
"Nigeria","NGA",475,2011,0.1997,0.1272
"Gabon","GAB",481,1981,0.2717,0.1712
"Gabon","GAB",481,1982,0.3031,0.1641
"Gabon","GAB",481,1983,0.2994,0.159
"Gabon","GAB",481,1984,0.2636,0.1467
"Gabon","GAB",481,1985,0.2719,0.1369
"Gabon","GAB",481,1986,0.2566,0.1328
"Gabon","GAB",481,1987,0.2826,0.1315
"Gabon","GAB",481,1988,0.3706,0.1239
"Gabon","GAB",481,1989,0.4008,0.1219
"Gabon","GAB",481,1990,0.4472,0.1168
"Gabon","GAB",481,1991,0.4899,0.1118
"Gabon","GAB",481,1992,0.5341,0.1138
"Gabon","GAB",481,1993,0.571,0.115
"Gabon","GAB",481,1994,0.6026,0.1184
"Gabon","GAB",481,1995,0.6668,0.1222
"Gabon","GAB",481,1996,0.7238,0.1219
"Gabon","GAB",481,1997,0.7571,0.1245
"Gabon","GAB",481,1998,0.7585,0.1231
"Gabon","GAB",481,1999,0.721,0.1202
"Gabon","GAB",481,2000,0.6745,0.1162
"Gabon","GAB",481,2001,0.6741,0.1182
"Gabon","GAB",481,2002,0.6372,0.1214
"Gabon","GAB",481,2003,0.609,0.1352
"Gabon","GAB",481,2004,0.5886,0.1425
"Gabon","GAB",481,2005,0.5685,0.1469
"Gabon","GAB",481,2006,0.5612,0.1499
"Gabon","GAB",481,2007,0.5536,0.1532
"Gabon","GAB",481,2008,0.5497,0.1575
"Gabon","GAB",481,2009,0.5414,0.1583
"Gabon","GAB",481,2010,0.5384,0.1661
"Gabon","GAB",481,2011,0.5385,0.1746
"Central African Republic","CAF",482,1981,0.1309,0.0977
"Central African Republic","CAF",482,1982,0.1254,0.0887
"Central African Republic","CAF",482,1983,0.1208,0.0841
"Central African Republic","CAF",482,1984,0.1211,0.0821
"Central African Republic","CAF",482,1985,0.123,0.0813
"Central African Republic","CAF",482,1986,0.144,0.0836
"Central African Republic","CAF",482,1987,0.1396,0.0836
"Central African Republic","CAF",482,1988,0.1579,0.0854
"Central African Republic","CAF",482,1989,0.1654,0.0878
"Central African Republic","CAF",482,1990,0.17,0.0857
"Central African Republic","CAF",482,1991,0.1746,0.0889
"Central African Republic","CAF",482,1992,0.179,0.0889
"Central African Republic","CAF",482,1993,0.1973,0.0891
"Central African Republic","CAF",482,1994,0.213,0.0932
"Central African Republic","CAF",482,1995,0.2187,0.0941
"Central African Republic","CAF",482,1996,0.2319,0.0958
"Central African Republic","CAF",482,1997,0.2631,0.0957
"Central African Republic","CAF",482,1998,0.3106,0.0949
"Central African Republic","CAF",482,1999,0.333,0.0974
"Central African Republic","CAF",482,2000,0.3651,0.0972
"Central African Republic","CAF",482,2001,0.3795,0.0987
"Central African Republic","CAF",482,2002,0.4154,0.0986
"Central African Republic","CAF",482,2003,0.4437,0.1116
"Central African Republic","CAF",482,2004,0.4614,0.119
"Central African Republic","CAF",482,2005,0.4739,0.1227
"Central African Republic","CAF",482,2006,0.48,0.1267
"Central African Republic","CAF",482,2007,0.4858,0.1315
"Central African Republic","CAF",482,2008,0.4916,0.1299
"Central African Republic","CAF",482,2009,0.5015,0.1378
"Central African Republic","CAF",482,2010,0.5055,0.1503
"Central African Republic","CAF",482,2011,0.5068,0.1598
"Chad","TCD",483,1984,0.3381,0.1634
"Chad","TCD",483,1985,0.3829,0.1315
"Chad","TCD",483,1986,0.3952,0.1226
"Chad","TCD",483,1987,0.3796,0.1237
"Chad","TCD",483,1988,0.3577,0.12
"Chad","TCD",483,1989,0.3021,0.1269
"Chad","TCD",483,1990,0.3225,0.1242
"Chad","TCD",483,1991,0.3359,0.119
"Chad","TCD",483,1992,0.3165,0.1214
"Chad","TCD",483,1993,0.2385,0.1321
"Chad","TCD",483,1994,0.2458,0.1283
"Chad","TCD",483,1995,0.2628,0.1303
"Chad","TCD",483,1996,0.3103,0.1254
"Chad","TCD",483,1997,0.3986,0.1132
"Chad","TCD",483,1998,0.4796,0.1254
"Chad","TCD",483,1999,0.5406,0.1496
"Chad","TCD",483,2000,0.4969,0.119
"Chad","TCD",483,2001,0.4535,0.1211
"Chad","TCD",483,2002,0.4753,0.1208
"Chad","TCD",483,2003,0.5026,0.1409
"Chad","TCD",483,2004,0.5175,0.1407
"Chad","TCD",483,2005,0.5294,0.142
"Chad","TCD",483,2006,0.5384,0.1571
