"country","abbr","ccode","year","workerr","post.sd"
"United States of America","USA",2,1960,0.6365,0.0388
"United States of America","USA",2,1961,0.6383,0.036
"United States of America","USA",2,1962,0.6422,0.0309
"United States of America","USA",2,1963,0.6447,0.0282
"United States of America","USA",2,1964,0.6468,0.0252
"United States of America","USA",2,1965,0.648,0.024
"United States of America","USA",2,1966,0.65,0.0226
"United States of America","USA",2,1967,0.6522,0.0218
"United States of America","USA",2,1968,0.6539,0.0214
"United States of America","USA",2,1969,0.6549,0.0214
"United States of America","USA",2,1970,0.6553,0.0204
"United States of America","USA",2,1971,0.6564,0.0195
"United States of America","USA",2,1972,0.6576,0.019
"United States of America","USA",2,1973,0.6592,0.0197
"United States of America","USA",2,1974,0.6608,0.0202
"United States of America","USA",2,1975,0.6615,0.0213
"United States of America","USA",2,1976,0.6627,0.0221
"United States of America","USA",2,1977,0.6632,0.0222
"United States of America","USA",2,1978,0.6636,0.0216
"United States of America","USA",2,1979,0.6646,0.0227
"United States of America","USA",2,1980,0.6649,0.0237
"United States of America","USA",2,1981,0.6646,0.0237
"United States of America","USA",2,1982,0.6648,0.0231
"United States of America","USA",2,1983,0.6649,0.0227
"United States of America","USA",2,1984,0.6653,0.0235
"United States of America","USA",2,1985,0.6652,0.0235
"United States of America","USA",2,1986,0.6655,0.0241
"United States of America","USA",2,1987,0.6657,0.0232
"United States of America","USA",2,1988,0.6656,0.0218
"United States of America","USA",2,1989,0.6657,0.0216
"United States of America","USA",2,1990,0.6659,0.0219
"United States of America","USA",2,1991,0.6651,0.0214
"United States of America","USA",2,1992,0.6646,0.0203
"United States of America","USA",2,1993,0.6649,0.0206
"United States of America","USA",2,1994,0.6646,0.021
"United States of America","USA",2,1995,0.6645,0.0214
"United States of America","USA",2,1996,0.6628,0.0214
"United States of America","USA",2,1997,0.6617,0.0213
"United States of America","USA",2,1998,0.6615,0.0214
"United States of America","USA",2,1999,0.6611,0.0216
"United States of America","USA",2,2000,0.6615,0.023
"United States of America","USA",2,2001,0.662,0.023
"United States of America","USA",2,2002,0.6623,0.0226
"United States of America","USA",2,2003,0.6628,0.0226
"United States of America","USA",2,2004,0.6636,0.0234
"United States of America","USA",2,2005,0.6641,0.0238
"United States of America","USA",2,2006,0.6651,0.0239
"United States of America","USA",2,2007,0.6658,0.0231
"United States of America","USA",2,2008,0.6671,0.0235
"United States of America","USA",2,2009,0.6684,0.0235
"United States of America","USA",2,2010,0.67,0.0235
"United States of America","USA",2,2011,0.6717,0.0254
"United States of America","USA",2,2012,0.6734,0.0277
"United States of America","USA",2,2013,0.6737,0.0304
"United States of America","USA",2,2014,0.6735,0.0313
"Canada","CAN",20,1960,0.6211,0.0314
"Canada","CAN",20,1961,0.6215,0.0299
"Canada","CAN",20,1962,0.622,0.0288
"Canada","CAN",20,1963,0.6223,0.0283
"Canada","CAN",20,1964,0.6232,0.027
"Canada","CAN",20,1965,0.6242,0.0266
"Canada","CAN",20,1966,0.6245,0.0266
"Canada","CAN",20,1967,0.6248,0.0265
"Canada","CAN",20,1968,0.6257,0.0255
"Canada","CAN",20,1969,0.6262,0.026
"Canada","CAN",20,1970,0.6262,0.0273
"Canada","CAN",20,1971,0.6264,0.028
"Canada","CAN",20,1972,0.6272,0.0287
"Canada","CAN",20,1973,0.6275,0.0296
"Canada","CAN",20,1974,0.6277,0.0301
"Canada","CAN",20,1975,0.6285,0.0296
"Canada","CAN",20,1976,0.6297,0.0294
"Canada","CAN",20,1977,0.631,0.0295
"Canada","CAN",20,1978,0.6321,0.0297
"Canada","CAN",20,1979,0.6336,0.0301
"Canada","CAN",20,1980,0.6352,0.0302
"Canada","CAN",20,1981,0.6371,0.0296
"Canada","CAN",20,1982,0.6389,0.0294
"Canada","CAN",20,1983,0.6408,0.0294
"Canada","CAN",20,1984,0.6426,0.0296
"Canada","CAN",20,1985,0.6444,0.0297
"Canada","CAN",20,1986,0.6458,0.0296
"Canada","CAN",20,1987,0.6468,0.0294
"Canada","CAN",20,1988,0.6484,0.0296
"Canada","CAN",20,1989,0.6494,0.0287
"Canada","CAN",20,1990,0.6502,0.0281
"Canada","CAN",20,1991,0.6508,0.0275
"Canada","CAN",20,1992,0.6517,0.0268
"Canada","CAN",20,1993,0.6525,0.0253
"Canada","CAN",20,1994,0.6539,0.0245
"Canada","CAN",20,1995,0.6549,0.0237
"Canada","CAN",20,1996,0.6558,0.0233
"Canada","CAN",20,1997,0.6568,0.023
"Canada","CAN",20,1998,0.6579,0.023
"Canada","CAN",20,1999,0.6587,0.0233
"Canada","CAN",20,2000,0.6592,0.0237
"Canada","CAN",20,2001,0.6596,0.0246
"Canada","CAN",20,2002,0.6598,0.0248
"Canada","CAN",20,2003,0.6604,0.0256
"Canada","CAN",20,2004,0.6608,0.0263
"Canada","CAN",20,2005,0.6611,0.026
"Canada","CAN",20,2006,0.6616,0.0263
"Canada","CAN",20,2007,0.6623,0.0263
"Canada","CAN",20,2008,0.6624,0.0268
"Canada","CAN",20,2009,0.6631,0.0272
"Canada","CAN",20,2010,0.6641,0.0274
"Canada","CAN",20,2011,0.6641,0.0282
"Canada","CAN",20,2012,0.6643,0.0294
"Canada","CAN",20,2013,0.6645,0.0307
"Canada","CAN",20,2014,0.6643,0.0316
"Bahamas","BHS",31,1985,0.8992,0.0852
"Bahamas","BHS",31,1986,0.9035,0.0717
"Bahamas","BHS",31,1987,0.907,0.0705
"Bahamas","BHS",31,1988,0.9065,0.069
"Bahamas","BHS",31,1989,0.8971,0.0743
"Bahamas","BHS",31,1990,0.8768,0.0826
"Bahamas","BHS",31,1991,0.8676,0.0926
"Bahamas","BHS",31,1992,0.8695,0.0869
"Bahamas","BHS",31,1993,0.8804,0.0816
"Bahamas","BHS",31,1994,0.8753,0.086
"Bahamas","BHS",31,1995,0.8789,0.0834
"Bahamas","BHS",31,1996,0.8902,0.0781
"Bahamas","BHS",31,1997,0.8874,0.0771
"Bahamas","BHS",31,1998,0.8713,0.0837
"Bahamas","BHS",31,1999,0.8691,0.0833
"Bahamas","BHS",31,2000,0.8424,0.093
"Bahamas","BHS",31,2001,0.8256,0.1001
"Bahamas","BHS",31,2002,0.7977,0.1099
"Bahamas","BHS",31,2003,0.7787,0.1155
"Bahamas","BHS",31,2004,0.7395,0.1226
"Bahamas","BHS",31,2005,0.7092,0.1285
"Bahamas","BHS",31,2006,0.6855,0.1321
"Bahamas","BHS",31,2007,0.6674,0.1367
"Bahamas","BHS",31,2008,0.6513,0.1388
"Bahamas","BHS",31,2009,0.6419,0.1421
"Bahamas","BHS",31,2010,0.6318,0.1517
"Bahamas","BHS",31,2011,0.6284,0.1609
"Cuba","CUB",40,1981,0.0895,0.0792
"Cuba","CUB",40,1982,0.0895,0.0763
"Cuba","CUB",40,1983,0.0901,0.0768
"Cuba","CUB",40,1984,0.0892,0.0741
"Cuba","CUB",40,1985,0.0871,0.0688
"Cuba","CUB",40,1986,0.0824,0.0617
"Cuba","CUB",40,1987,0.0786,0.0563
"Cuba","CUB",40,1988,0.0785,0.0563
"Cuba","CUB",40,1989,0.0746,0.0522
"Cuba","CUB",40,1990,0.0681,0.0459
"Cuba","CUB",40,1991,0.0618,0.0408
"Cuba","CUB",40,1992,0.0547,0.0371
"Cuba","CUB",40,1993,0.051,0.0352
"Cuba","CUB",40,1994,0.0497,0.0356
"Cuba","CUB",40,1995,0.0494,0.0351
"Cuba","CUB",40,1996,0.0489,0.0345
"Cuba","CUB",40,1997,0.0479,0.0339
"Cuba","CUB",40,1998,0.0469,0.0339
"Cuba","CUB",40,1999,0.0458,0.0333
"Cuba","CUB",40,2000,0.0462,0.0327
"Cuba","CUB",40,2001,0.0449,0.0321
"Cuba","CUB",40,2002,0.0459,0.0331
"Cuba","CUB",40,2003,0.0477,0.0351
"Cuba","CUB",40,2004,0.0476,0.0355
"Cuba","CUB",40,2005,0.0463,0.0336
"Cuba","CUB",40,2006,0.0466,0.0335
"Cuba","CUB",40,2007,0.0492,0.0377
"Cuba","CUB",40,2008,0.0513,0.0395
"Cuba","CUB",40,2009,0.0522,0.0399
"Cuba","CUB",40,2010,0.0537,0.0399
"Cuba","CUB",40,2011,0.0567,0.0451
"Haiti","HTI",41,1981,0.2267,0.1646
"Haiti","HTI",41,1982,0.2374,0.1544
"Haiti","HTI",41,1983,0.2694,0.1574
"Haiti","HTI",41,1984,0.3751,0.1551
"Haiti","HTI",41,1985,0.5785,0.1684
"Haiti","HTI",41,1986,0.6353,0.175
"Haiti","HTI",41,1987,0.6044,0.161
"Haiti","HTI",41,1988,0.5456,0.1533
"Haiti","HTI",41,1989,0.4181,0.1336
"Haiti","HTI",41,1990,0.3451,0.135
"Haiti","HTI",41,1991,0.2757,0.1328
"Haiti","HTI",41,1992,0.2424,0.1279
"Haiti","HTI",41,1993,0.2191,0.121
"Haiti","HTI",41,1994,0.2478,0.1246
"Haiti","HTI",41,1995,0.2888,0.1411
"Haiti","HTI",41,1996,0.3073,0.1392
"Haiti","HTI",41,1997,0.3857,0.1467
"Haiti","HTI",41,1998,0.4287,0.1639
"Haiti","HTI",41,1999,0.3498,0.1432
"Haiti","HTI",41,2000,0.3056,0.1429
"Haiti","HTI",41,2001,0.2652,0.1214
"Haiti","HTI",41,2002,0.1919,0.1073
"Haiti","HTI",41,2003,0.1598,0.1058
"Haiti","HTI",41,2004,0.1444,0.1031
"Haiti","HTI",41,2005,0.1363,0.0983
"Haiti","HTI",41,2006,0.1405,0.1036
"Haiti","HTI",41,2007,0.145,0.1072
"Haiti","HTI",41,2008,0.1451,0.1133
"Haiti","HTI",41,2009,0.1448,0.1077
"Haiti","HTI",41,2010,0.154,0.1116
"Haiti","HTI",41,2011,0.1755,0.1318
"Dominican Republic","DOM",42,1981,0.5259,0.1037
"Dominican Republic","DOM",42,1982,0.526,0.0965
"Dominican Republic","DOM",42,1983,0.5282,0.0974
"Dominican Republic","DOM",42,1984,0.5306,0.0932
"Dominican Republic","DOM",42,1985,0.5344,0.0928
"Dominican Republic","DOM",42,1986,0.5265,0.0853
"Dominican Republic","DOM",42,1987,0.5113,0.0755
"Dominican Republic","DOM",42,1988,0.4926,0.0701
"Dominican Republic","DOM",42,1989,0.482,0.069
"Dominican Republic","DOM",42,1990,0.4715,0.0761
"Dominican Republic","DOM",42,1991,0.4744,0.0717
"Dominican Republic","DOM",42,1992,0.4854,0.0684
"Dominican Republic","DOM",42,1993,0.4916,0.0684
"Dominican Republic","DOM",42,1994,0.4974,0.0735
"Dominican Republic","DOM",42,1995,0.4963,0.0726
"Dominican Republic","DOM",42,1996,0.4977,0.0728
"Dominican Republic","DOM",42,1997,0.4983,0.0752
"Dominican Republic","DOM",42,1998,0.4998,0.0763
"Dominican Republic","DOM",42,1999,0.5014,0.0764
"Dominican Republic","DOM",42,2000,0.4843,0.0777
"Dominican Republic","DOM",42,2001,0.4799,0.079
"Dominican Republic","DOM",42,2002,0.4782,0.08
"Dominican Republic","DOM",42,2003,0.4823,0.0783
"Dominican Republic","DOM",42,2004,0.4819,0.0808
"Dominican Republic","DOM",42,2005,0.4806,0.0864
"Dominican Republic","DOM",42,2006,0.4773,0.0902
"Dominican Republic","DOM",42,2007,0.4738,0.0917
"Dominican Republic","DOM",42,2008,0.4635,0.1024
"Dominican Republic","DOM",42,2009,0.4634,0.104
"Dominican Republic","DOM",42,2010,0.4578,0.1107
"Dominican Republic","DOM",42,2011,0.4505,0.121
"Jamaica","JAM",51,1981,0.8941,0.0838
"Jamaica","JAM",51,1982,0.899,0.073
"Jamaica","JAM",51,1983,0.8993,0.072
"Jamaica","JAM",51,1984,0.8958,0.0784
"Jamaica","JAM",51,1985,0.8919,0.072
"Jamaica","JAM",51,1986,0.8802,0.0747
"Jamaica","JAM",51,1987,0.8567,0.0817
"Jamaica","JAM",51,1988,0.8435,0.0826
"Jamaica","JAM",51,1989,0.8262,0.0872
"Jamaica","JAM",51,1990,0.8062,0.0954
"Jamaica","JAM",51,1991,0.8097,0.0931
"Jamaica","JAM",51,1992,0.8128,0.0911
"Jamaica","JAM",51,1993,0.8144,0.088
"Jamaica","JAM",51,1994,0.807,0.0859
"Jamaica","JAM",51,1995,0.7967,0.0916
"Jamaica","JAM",51,1996,0.7768,0.0949
"Jamaica","JAM",51,1997,0.7716,0.0949
"Jamaica","JAM",51,1998,0.7674,0.0887
"Jamaica","JAM",51,1999,0.7532,0.0858
"Jamaica","JAM",51,2000,0.7333,0.0858
"Jamaica","JAM",51,2001,0.7009,0.0869
"Jamaica","JAM",51,2002,0.6551,0.0992
"Jamaica","JAM",51,2003,0.6358,0.1126
"Jamaica","JAM",51,2004,0.6173,0.1181
"Jamaica","JAM",51,2005,0.6116,0.1183
"Jamaica","JAM",51,2006,0.6015,0.1236
"Jamaica","JAM",51,2007,0.5955,0.1301
"Jamaica","JAM",51,2008,0.5939,0.1348
"Jamaica","JAM",51,2009,0.5962,0.1339
"Jamaica","JAM",51,2010,0.5945,0.136
"Jamaica","JAM",51,2011,0.5938,0.1446
"Trinidad and Tobago","TTO",52,1981,0.8487,0.1199
"Trinidad and Tobago","TTO",52,1982,0.8892,0.085
"Trinidad and Tobago","TTO",52,1983,0.9051,0.0701
"Trinidad and Tobago","TTO",52,1984,0.9077,0.0696
"Trinidad and Tobago","TTO",52,1985,0.9084,0.0683
"Trinidad and Tobago","TTO",52,1986,0.9241,0.0571
"Trinidad and Tobago","TTO",52,1987,0.9261,0.0581
"Trinidad and Tobago","TTO",52,1988,0.9079,0.0636
"Trinidad and Tobago","TTO",52,1989,0.8933,0.0738
"Trinidad and Tobago","TTO",52,1990,0.8878,0.0747
"Trinidad and Tobago","TTO",52,1991,0.8781,0.0797
"Trinidad and Tobago","TTO",52,1992,0.875,0.0802
"Trinidad and Tobago","TTO",52,1993,0.8783,0.0807
"Trinidad and Tobago","TTO",52,1994,0.854,0.088
"Trinidad and Tobago","TTO",52,1995,0.8253,0.1008
"Trinidad and Tobago","TTO",52,1996,0.8393,0.0962
"Trinidad and Tobago","TTO",52,1997,0.8505,0.0905
"Trinidad and Tobago","TTO",52,1998,0.8382,0.0912
"Trinidad and Tobago","TTO",52,1999,0.8281,0.096
"Trinidad and Tobago","TTO",52,2000,0.828,0.0951
"Trinidad and Tobago","TTO",52,2001,0.8259,0.0963
"Trinidad and Tobago","TTO",52,2002,0.8212,0.0984
"Trinidad and Tobago","TTO",52,2003,0.8179,0.1055
"Trinidad and Tobago","TTO",52,2004,0.795,0.1112
"Trinidad and Tobago","TTO",52,2005,0.7414,0.119
"Trinidad and Tobago","TTO",52,2006,0.6481,0.1397
"Trinidad and Tobago","TTO",52,2007,0.5668,0.1655
"Trinidad and Tobago","TTO",52,2008,0.4786,0.2008
"Trinidad and Tobago","TTO",52,2009,0.4279,0.2176
"Trinidad and Tobago","TTO",52,2010,0.4137,0.2182
"Trinidad and Tobago","TTO",52,2011,0.4373,0.2105
"Barbados","BRB",53,1985,0.9715,0.0322
"Barbados","BRB",53,1986,0.9726,0.03
"Barbados","BRB",53,1987,0.9719,0.0291
"Barbados","BRB",53,1988,0.9709,0.0308
"Barbados","BRB",53,1989,0.9696,0.0333
"Barbados","BRB",53,1990,0.9678,0.0356
"Barbados","BRB",53,1991,0.9679,0.0367
"Barbados","BRB",53,1992,0.9677,0.0369
"Barbados","BRB",53,1993,0.9656,0.0417
"Barbados","BRB",53,1994,0.964,0.0422
"Barbados","BRB",53,1995,0.9626,0.0448
"Barbados","BRB",53,1996,0.9626,0.0441
"Barbados","BRB",53,1997,0.9656,0.04
"Barbados","BRB",53,1998,0.9637,0.0415
"Barbados","BRB",53,1999,0.9676,0.0367
"Barbados","BRB",53,2000,0.9697,0.0345
"Barbados","BRB",53,2001,0.9699,0.033
"Barbados","BRB",53,2002,0.9687,0.0357
"Barbados","BRB",53,2003,0.9685,0.0364
"Barbados","BRB",53,2004,0.9686,0.0369
"Barbados","BRB",53,2005,0.9663,0.0385
"Barbados","BRB",53,2006,0.9625,0.044
"Barbados","BRB",53,2007,0.9569,0.0543
"Barbados","BRB",53,2008,0.9548,0.0559
"Barbados","BRB",53,2009,0.949,0.0648
"Barbados","BRB",53,2010,0.9469,0.0678
"Barbados","BRB",53,2011,0.9454,0.0716
"Dominica","DMA",54,1985,0.916,0.0719
"Dominica","DMA",54,1986,0.92,0.0624
"Dominica","DMA",54,1987,0.9175,0.0614
"Dominica","DMA",54,1988,0.9124,0.0646
"Dominica","DMA",54,1989,0.8973,0.0708
"Dominica","DMA",54,1990,0.8948,0.0737
"Dominica","DMA",54,1991,0.8985,0.0715
"Dominica","DMA",54,1992,0.9157,0.0635
"Dominica","DMA",54,1993,0.9256,0.0582
"Dominica","DMA",54,1994,0.9282,0.055
"Dominica","DMA",54,1995,0.9277,0.0534
"Dominica","DMA",54,1996,0.9261,0.0557
"Dominica","DMA",54,1997,0.919,0.0591
"Dominica","DMA",54,1998,0.9059,0.0647
"Dominica","DMA",54,1999,0.8861,0.0744
"Dominica","DMA",54,2000,0.8484,0.0874
"Dominica","DMA",54,2001,0.8093,0.0968
"Dominica","DMA",54,2002,0.7865,0.1013
"Dominica","DMA",54,2003,0.759,0.108
"Dominica","DMA",54,2004,0.7397,0.1103
"Dominica","DMA",54,2005,0.7256,0.1158
"Dominica","DMA",54,2006,0.718,0.1194
"Dominica","DMA",54,2007,0.7151,0.119
"Dominica","DMA",54,2008,0.6922,0.1221
"Dominica","DMA",54,2009,0.6826,0.1272
"Dominica","DMA",54,2010,0.6765,0.1382
"Dominica","DMA",54,2011,0.673,0.1485
"Grenada","GRD",55,1985,0.9423,0.0576
"Grenada","GRD",55,1986,0.9405,0.0576
"Grenada","GRD",55,1987,0.9464,0.0492
"Grenada","GRD",55,1988,0.95,0.0449
"Grenada","GRD",55,1989,0.9501,0.0458
"Grenada","GRD",55,1990,0.9509,0.0431
"Grenada","GRD",55,1991,0.9485,0.0445
"Grenada","GRD",55,1992,0.9472,0.0471
"Grenada","GRD",55,1993,0.9407,0.0547
"Grenada","GRD",55,1994,0.9411,0.0564
"Grenada","GRD",55,1995,0.937,0.0603
"Grenada","GRD",55,1996,0.9374,0.0603
"Grenada","GRD",55,1997,0.9411,0.0576
"Grenada","GRD",55,1998,0.94,0.0558
"Grenada","GRD",55,1999,0.9431,0.0529
"Grenada","GRD",55,2000,0.944,0.0516
"Grenada","GRD",55,2001,0.9518,0.0437
"Grenada","GRD",55,2002,0.9506,0.0465
"Grenada","GRD",55,2003,0.9462,0.0509
"Grenada","GRD",55,2004,0.9451,0.0527
"Grenada","GRD",55,2005,0.9417,0.0578
"Grenada","GRD",55,2006,0.9391,0.0637
"Grenada","GRD",55,2007,0.9339,0.0698
"Grenada","GRD",55,2008,0.9203,0.0805
"Grenada","GRD",55,2009,0.9056,0.094
"Grenada","GRD",55,2010,0.8948,0.1066
"Grenada","GRD",55,2011,0.8853,0.1205
"Saint Lucia","LCA",56,1985,0.8326,0.1259
"Saint Lucia","LCA",56,1986,0.8383,0.1183
"Saint Lucia","LCA",56,1987,0.8505,0.1107
"Saint Lucia","LCA",56,1988,0.8397,0.1128
"Saint Lucia","LCA",56,1989,0.8334,0.1116
"Saint Lucia","LCA",56,1990,0.8301,0.1129
"Saint Lucia","LCA",56,1991,0.8407,0.1091
"Saint Lucia","LCA",56,1992,0.8538,0.1033
"Saint Lucia","LCA",56,1993,0.8578,0.098
"Saint Lucia","LCA",56,1994,0.8637,0.0939
"Saint Lucia","LCA",56,1995,0.8742,0.0877
"Saint Lucia","LCA",56,1996,0.884,0.0854
"Saint Lucia","LCA",56,1997,0.8745,0.0901
"Saint Lucia","LCA",56,1998,0.8862,0.081
"Saint Lucia","LCA",56,1999,0.8915,0.0739
"Saint Lucia","LCA",56,2000,0.8943,0.071
"Saint Lucia","LCA",56,2001,0.8947,0.0684
"Saint Lucia","LCA",56,2002,0.8888,0.0731
"Saint Lucia","LCA",56,2003,0.8938,0.0706
"Saint Lucia","LCA",56,2004,0.8895,0.0739
"Saint Lucia","LCA",56,2005,0.8836,0.0761
"Saint Lucia","LCA",56,2006,0.8709,0.0842
"Saint Lucia","LCA",56,2007,0.8543,0.0913
"Saint Lucia","LCA",56,2008,0.821,0.1069
"Saint Lucia","LCA",56,2009,0.7989,0.1227
"Saint Lucia","LCA",56,2010,0.7771,0.1338
"Saint Lucia","LCA",56,2011,0.7657,0.1483
"Saint Vincent and the Grenadines","VCT",57,1985,0.9162,0.0678
"Saint Vincent and the Grenadines","VCT",57,1986,0.922,0.0614
"Saint Vincent and the Grenadines","VCT",57,1987,0.9237,0.0595
"Saint Vincent and the Grenadines","VCT",57,1988,0.9221,0.0575
"Saint Vincent and the Grenadines","VCT",57,1989,0.9126,0.061
"Saint Vincent and the Grenadines","VCT",57,1990,0.9196,0.0591
"Saint Vincent and the Grenadines","VCT",57,1991,0.9186,0.0564
"Saint Vincent and the Grenadines","VCT",57,1992,0.9199,0.0594
"Saint Vincent and the Grenadines","VCT",57,1993,0.9192,0.0602
"Saint Vincent and the Grenadines","VCT",57,1994,0.9208,0.0593
"Saint Vincent and the Grenadines","VCT",57,1995,0.9192,0.0592
"Saint Vincent and the Grenadines","VCT",57,1996,0.9122,0.0657
"Saint Vincent and the Grenadines","VCT",57,1997,0.9021,0.0719
"Saint Vincent and the Grenadines","VCT",57,1998,0.895,0.0719
"Saint Vincent and the Grenadines","VCT",57,1999,0.8762,0.0778
"Saint Vincent and the Grenadines","VCT",57,2000,0.8503,0.0864
"Saint Vincent and the Grenadines","VCT",57,2001,0.8116,0.1001
"Saint Vincent and the Grenadines","VCT",57,2002,0.7793,0.1081
"Saint Vincent and the Grenadines","VCT",57,2003,0.7489,0.1174
"Saint Vincent and the Grenadines","VCT",57,2004,0.7235,0.1195
"Saint Vincent and the Grenadines","VCT",57,2005,0.6998,0.1224
"Saint Vincent and the Grenadines","VCT",57,2006,0.6879,0.1224
"Saint Vincent and the Grenadines","VCT",57,2007,0.6831,0.1213
"Saint Vincent and the Grenadines","VCT",57,2008,0.68,0.1237
"Saint Vincent and the Grenadines","VCT",57,2009,0.6817,0.1277
"Saint Vincent and the Grenadines","VCT",57,2010,0.6936,0.1327
"Saint Vincent and the Grenadines","VCT",57,2011,0.7121,0.1412
"Antigua and Barbuda","ATG",58,1985,0.9318,0.0502
"Antigua and Barbuda","ATG",58,1986,0.9336,0.0464
"Antigua and Barbuda","ATG",58,1987,0.9325,0.0447
"Antigua and Barbuda","ATG",58,1988,0.9311,0.043
"Antigua and Barbuda","ATG",58,1989,0.9219,0.0506
"Antigua and Barbuda","ATG",58,1990,0.9221,0.0507
"Antigua and Barbuda","ATG",58,1991,0.918,0.0551
"Antigua and Barbuda","ATG",58,1992,0.9187,0.0545
"Antigua and Barbuda","ATG",58,1993,0.9199,0.057
"Antigua and Barbuda","ATG",58,1994,0.9262,0.0506
"Antigua and Barbuda","ATG",58,1995,0.9282,0.0512
"Antigua and Barbuda","ATG",58,1996,0.9256,0.052
"Antigua and Barbuda","ATG",58,1997,0.9219,0.0545
"Antigua and Barbuda","ATG",58,1998,0.9185,0.0608
"Antigua and Barbuda","ATG",58,1999,0.9184,0.0603
"Antigua and Barbuda","ATG",58,2000,0.9221,0.0566
"Antigua and Barbuda","ATG",58,2001,0.9257,0.0539
"Antigua and Barbuda","ATG",58,2002,0.9299,0.0486
"Antigua and Barbuda","ATG",58,2003,0.9281,0.0518
"Antigua and Barbuda","ATG",58,2004,0.9252,0.0559
"Antigua and Barbuda","ATG",58,2005,0.9243,0.0552
"Antigua and Barbuda","ATG",58,2006,0.9188,0.0607
"Antigua and Barbuda","ATG",58,2007,0.9085,0.0728
"Antigua and Barbuda","ATG",58,2008,0.8953,0.0845
"Antigua and Barbuda","ATG",58,2009,0.8876,0.0923
"Antigua and Barbuda","ATG",58,2010,0.884,0.0975
"Antigua and Barbuda","ATG",58,2011,0.8853,0.1006
"Saint Kitts and Nevis","KNA",60,1985,0.9455,0.0459
"Saint Kitts and Nevis","KNA",60,1986,0.9474,0.0416
"Saint Kitts and Nevis","KNA",60,1987,0.9467,0.044
"Saint Kitts and Nevis","KNA",60,1988,0.9471,0.0408
"Saint Kitts and Nevis","KNA",60,1989,0.9462,0.0416
"Saint Kitts and Nevis","KNA",60,1990,0.9431,0.0472
"Saint Kitts and Nevis","KNA",60,1991,0.942,0.0487
"Saint Kitts and Nevis","KNA",60,1992,0.9458,0.0431
"Saint Kitts and Nevis","KNA",60,1993,0.9459,0.0435
"Saint Kitts and Nevis","KNA",60,1994,0.9413,0.0469
"Saint Kitts and Nevis","KNA",60,1995,0.9405,0.0492
"Saint Kitts and Nevis","KNA",60,1996,0.9398,0.0492
"Saint Kitts and Nevis","KNA",60,1997,0.9365,0.052
"Saint Kitts and Nevis","KNA",60,1998,0.9327,0.0512
"Saint Kitts and Nevis","KNA",60,1999,0.9233,0.0575
"Saint Kitts and Nevis","KNA",60,2000,0.9074,0.0677
"Saint Kitts and Nevis","KNA",60,2001,0.8982,0.0724
"Saint Kitts and Nevis","KNA",60,2002,0.8932,0.0775
"Saint Kitts and Nevis","KNA",60,2003,0.8896,0.0813
"Saint Kitts and Nevis","KNA",60,2004,0.8831,0.0873
"Saint Kitts and Nevis","KNA",60,2005,0.8798,0.089
"Saint Kitts and Nevis","KNA",60,2006,0.8791,0.0914
"Saint Kitts and Nevis","KNA",60,2007,0.8759,0.0938
"Saint Kitts and Nevis","KNA",60,2008,0.8669,0.0994
"Saint Kitts and Nevis","KNA",60,2009,0.862,0.1056
"Saint Kitts and Nevis","KNA",60,2010,0.8604,0.1098
"Saint Kitts and Nevis","KNA",60,2011,0.8618,0.1118
"Mexico","MEX",70,1960,0.4093,0.033
"Mexico","MEX",70,1961,0.4096,0.0297
"Mexico","MEX",70,1962,0.4105,0.0284
"Mexico","MEX",70,1963,0.4106,0.0279
"Mexico","MEX",70,1964,0.4125,0.0274
"Mexico","MEX",70,1965,0.4137,0.0255
"Mexico","MEX",70,1966,0.4142,0.0264
"Mexico","MEX",70,1967,0.4148,0.0281
"Mexico","MEX",70,1968,0.4137,0.0277
"Mexico","MEX",70,1969,0.4114,0.0276
"Mexico","MEX",70,1970,0.4101,0.0268
"Mexico","MEX",70,1971,0.409,0.0282
"Mexico","MEX",70,1972,0.4055,0.0262
"Mexico","MEX",70,1973,0.404,0.026
"Mexico","MEX",70,1974,0.4035,0.028
"Mexico","MEX",70,1975,0.4051,0.0276
"Mexico","MEX",70,1976,0.4077,0.0284
"Mexico","MEX",70,1977,0.4082,0.0276
"Mexico","MEX",70,1978,0.41,0.0282
"Mexico","MEX",70,1979,0.4128,0.0291
"Mexico","MEX",70,1980,0.4165,0.0313
"Mexico","MEX",70,1981,0.4199,0.0322
"Mexico","MEX",70,1982,0.4253,0.0371
"Mexico","MEX",70,1983,0.4287,0.039
"Mexico","MEX",70,1984,0.4322,0.0422
"Mexico","MEX",70,1985,0.4363,0.0454
"Mexico","MEX",70,1986,0.4358,0.0457
"Mexico","MEX",70,1987,0.4334,0.0434
"Mexico","MEX",70,1988,0.4296,0.04
"Mexico","MEX",70,1989,0.4232,0.0363
"Mexico","MEX",70,1990,0.4162,0.0323
"Mexico","MEX",70,1991,0.4117,0.0308
"Mexico","MEX",70,1992,0.4078,0.0307
"Mexico","MEX",70,1993,0.4031,0.0309
"Mexico","MEX",70,1994,0.397,0.0294
"Mexico","MEX",70,1995,0.3906,0.03
"Mexico","MEX",70,1996,0.3876,0.029
"Mexico","MEX",70,1997,0.3861,0.0275
"Mexico","MEX",70,1998,0.3862,0.0253
"Mexico","MEX",70,1999,0.3871,0.0231
"Mexico","MEX",70,2000,0.3895,0.0215
"Mexico","MEX",70,2001,0.3904,0.0215
"Mexico","MEX",70,2002,0.394,0.024
